clinvar,mane,mane_aa,alphafold
447181,NM_000092.5,NP_000083.3,AF-P53420-F1
447180,NM_000092.5,NP_000083.3,AF-P53420-F1
447179,NM_000092.5,NP_000083.3,AF-P53420-F1
447178,NM_000092.5,NP_000083.3,AF-P53420-F1
447195,NM_000092.5,NP_000083.3,AF-P53420-F1
447191,NM_000092.5,NP_000083.3,AF-P53420-F1
447176,NM_000091.5,NP_000082.2,AF-Q01955-F1
447166,NM_000091.5,NP_000082.2,AF-Q01955-F1
447167,NM_000091.5,NP_000082.2,AF-Q01955-F1
447168,NM_000091.5,NP_000082.2,AF-Q01955-F1
447171,NM_000091.5,NP_000082.2,AF-Q01955-F1
447172,NM_000091.5,NP_000082.2,AF-Q01955-F1
447173,NM_000091.5,NP_000082.2,AF-Q01955-F1
447174,NM_000091.5,NP_000082.2,AF-Q01955-F1
448453,NM_014946.4,NP_055761.2,AF-E5KRP5-F1
448454,NM_014946.4,NP_055761.2,AF-E5KRP5-F1
448456,NM_014946.4,NP_055761.2,AF-E5KRP5-F1
448457,NM_014946.4,NP_055761.2,AF-E5KRP5-F1
448442,NM_014946.4,NP_055761.2,AF-E5KRP5-F1
448449,NM_014946.4,NP_055761.2,AF-E5KRP5-F1
448450,NM_014946.4,NP_055761.2,AF-E5KRP5-F1
447002,NM_000388.4,NP_000379.3,AF-P41180-F1
447217,NM_005677.4,NP_005668.2,AF-Q9Y215-F1
447923,NM_007217.4,NP_009148.2,AF-Q9BUL8-F1
446835,NM_018075.5,NP_060545.3,AF-A0A024R2S0-F1
447697,NM_002292.4,NP_002283.3,AF-P55268-F1
448038,NM_000297.4,NP_000288.1,AF-Q13563-F1
448039,NM_000297.4,NP_000288.1,AF-Q13563-F1
448033,NM_000297.4,NP_000288.1,AF-Q13563-F1
448034,NM_000297.4,NP_000288.1,AF-Q13563-F1
448036,NM_000297.4,NP_000288.1,AF-Q13563-F1
448370,NM_024577.4,NP_078853.2,AF-Q8TF17-F1
448429,NM_000344.4,NP_000335.1,AF-Q16637-F1
447336,NM_014845.6,NP_055660.1,AF-Q92562-F1
447070,NM_000083.3,NP_000074.3,AF-P35523-F1
447075,NM_000083.3,NP_000074.3,AF-P35523-F1
447077,NM_000083.3,NP_000074.3,AF-P35523-F1
447078,NM_000083.3,NP_000074.3,AF-P35523-F1
447043,NM_000083.3,NP_000074.3,AF-P35523-F1
447045,NM_000083.3,NP_000074.3,AF-P35523-F1
447047,NM_000083.3,NP_000074.3,AF-P35523-F1
447049,NM_000083.3,NP_000074.3,AF-P35523-F1
447050,NM_000083.3,NP_000074.3,AF-P35523-F1
447052,NM_000083.3,NP_000074.3,AF-P35523-F1
447054,NM_000083.3,NP_000074.3,AF-P35523-F1
447058,NM_000083.3,NP_000074.3,AF-P35523-F1
447379,NM_000162.5,NP_000153.1,AF-P35557-F1
447378,NM_000162.5,NP_000153.1,AF-P35557-F1
447425,NM_000162.5,NP_000153.1,AF-P35557-F1
447424,NM_000162.5,NP_000153.1,AF-P35557-F1
447419,NM_000162.5,NP_000153.1,AF-P35557-F1
447418,NM_000162.5,NP_000153.1,AF-P35557-F1
447416,NM_000162.5,NP_000153.1,AF-P35557-F1
447413,NM_000162.5,NP_000153.1,AF-P35557-F1
447404,NM_000162.5,NP_000153.1,AF-P35557-F1
447402,NM_000162.5,NP_000153.1,AF-P35557-F1
447394,NM_000162.5,NP_000153.1,AF-P35557-F1
447400,NM_000162.5,NP_000153.1,AF-P35557-F1
447028,NM_031443.4,NP_113631.1,AF-Q9BSQ5-F1
447531,NM_001540.5,NP_001531.1,AF-P04792-F1
447674,NM_194454.3,NP_919436.1,AF-A4D1F7-F1
447675,NM_194454.3,NP_919436.1,AF-A4D1F7-F1
447156,NM_000089.4,NP_000080.2,AF-P08123-F1
447150,NM_000089.4,NP_000080.2,AF-P08123-F1
447151,NM_000089.4,NP_000080.2,AF-P08123-F1
447152,NM_000089.4,NP_000080.2,AF-P08123-F1
448359,NM_003919.3,NP_003910.1,AF-A0A0S2Z4P5-F1
448357,NM_003919.3,NP_003910.1,AF-A0A0S2Z4P5-F1
447228,NM_000497.4,NP_000488.3,AF-P15538-F1
448534,NM_000349.3,NP_000340.2,AF-P49675-F1
448533,NM_000349.3,NP_000340.2,AF-P49675-F1
448839,NM_000370.3,NP_000361.1,AF-P49638-F1
448345,NM_015046.7,NP_055861.3,AF-Q7Z333-F1
448342,NM_015046.7,NP_055861.3,AF-Q7Z333-F1
448714,NM_000368.5,NP_000359.1,AF-Q92574-F1
448715,NM_000368.5,NP_000359.1,AF-Q92574-F1
447362,NM_000144.5,NP_000135.2,AF-A0A0S2Z3G4-F1
447363,NM_000144.5,NP_000135.2,AF-A0A0S2Z3G4-F1
447454,NM_005271.5,NP_005262.1,AF-E9KL48-F1
448244,NM_030962.4,NP_112224.1,AF-Q86WG5-F1
446775,NM_000352.6,NP_000343.2,AF-Q09428-F1
447736,NM_005591.4,NP_005582.1,AF-A0A024R395-F1
448232,NM_030962.4,NP_112224.1,AF-Q86WG5-F1
447486,NM_000545.8,NP_000536.6,AF-A0A0A0MQU7-F1
447488,NM_000545.8,NP_000536.6,AF-A0A0A0MQU7-F1
447489,NM_000545.8,NP_000536.6,AF-A0A0A0MQU7-F1
447491,NM_000545.8,NP_000536.6,AF-A0A0A0MQU7-F1
447496,NM_000545.8,NP_000536.6,AF-A0A0A0MQU7-F1
447503,NM_000545.8,NP_000536.6,AF-A0A0A0MQU7-F1
447614,NM_000217.3,NP_000208.2,AF-Q09470-F1
446860,NM_000486.6,NP_000477.1,AF-P41181-F1
446861,NM_000486.6,NP_000477.1,AF-P41181-F1
447162,NM_001845.6,NP_001836.3,AF-P02462-F1
448169,NM_024570.4,NP_078846.2,AF-Q5TBB1-F1
447578,NM_022489.4,NP_071934.3,AF-Q27J81-F1
446867,NM_015915.5,NP_056999.2,AF-A0A0S2Z5B0-F1
446865,NM_015915.5,NP_056999.2,AF-A0A0S2Z5B0-F1
447377,NM_000161.3,NP_000152.1,AF-A0A024R642-F1
447375,NM_000161.3,NP_000152.1,AF-A0A024R642-F1
448143,NM_000021.4,NP_000012.1,AF-A0A024R6A3-F1
448145,NM_000021.4,NP_000012.1,AF-A0A024R6A3-F1
446979,NM_000070.3,NP_000061.1,AF-P20807-F1
448104,NM_002693.3,NP_002684.1,AF-E5KNU5-F1
448849,NM_003361.4,NP_003352.2,AF-P07911-F1
448720,NM_000548.5,NP_000539.2,AF-P49815-F1
448741,NM_000548.5,NP_000539.2,AF-P49815-F1
448722,NM_000548.5,NP_000539.2,AF-P49815-F1
448732,NM_000548.5,NP_000539.2,AF-P49815-F1
448734,NM_000548.5,NP_000539.2,AF-P49815-F1
448735,NM_000548.5,NP_000539.2,AF-P49815-F1
448298,NM_000336.3,NP_000327.2,AF-B2R812-F1
448398,NM_001126108.2,NP_001119580.2,AF-P55017-F1
448400,NM_001126108.2,NP_001119580.2,AF-P55017-F1
448391,NM_001126108.2,NP_001119580.2,AF-P55017-F1
448092,NM_000304.4,NP_000295.1,AF-Q01453-F1
448088,NM_000304.4,NP_000295.1,AF-Q01453-F1
448155,NM_030665.4,NP_109590.3,AF-Q7Z5J4-F1
447512,NM_000458.4,NP_000449.1,AF-P35680-F1
447477,NM_002087.4,NP_002078.1,AF-P28799-F1
447476,NM_002087.4,NP_002078.1,AF-P28799-F1
447479,NM_002087.4,NP_002078.1,AF-P28799-F1
447470,NM_002087.4,NP_002078.1,AF-P28799-F1
447471,NM_002087.4,NP_002078.1,AF-P28799-F1
448275,NM_000334.4,NP_000325.4,AF-P35499-F1
446937,NM_001127222.2,NP_001120694.1,AF-O00555-F1
446929,NM_001127222.2,NP_001120694.1,AF-O00555-F1
446911,NM_001127222.2,NP_001120694.1,AF-O00555-F1
446905,NM_001127222.2,NP_001120694.1,AF-O00555-F1
447834,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447832,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447830,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447827,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447826,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447825,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447824,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447823,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447822,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447820,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447819,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447818,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447805,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447794,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447792,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447789,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447784,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447780,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447779,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447778,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447777,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447776,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447775,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447873,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447872,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447868,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447867,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447864,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447862,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447861,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447858,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447855,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447854,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447850,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447849,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447848,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447846,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447838,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447837,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447836,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447835,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447828,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447816,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447812,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447808,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447806,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447803,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447802,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447793,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447791,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447786,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447785,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447781,NM_000435.3,NP_000426.2,AF-Q9UM47-F1
447520,NM_175914.5,NP_787110.2,AF-F1D8T0-F1
447522,NM_175914.5,NP_787110.2,AF-F1D8T0-F1
446855,NM_000484.4,NP_000475.1,AF-A0A140VJC8-F1
446815,NM_000383.4,NP_000374.1,AF-O43918-F1
447916,NM_001184880.2,NP_001171809.1,AF-Q8TAB3-F1
447915,NM_001184880.2,NP_001171809.1,AF-Q8TAB3-F1
447921,NM_001184880.2,NP_001171809.1,AF-Q8TAB3-F1
447920,NM_001184880.2,NP_001171809.1,AF-Q8TAB3-F1
447917,NM_001184880.2,NP_001171809.1,AF-Q8TAB3-F1
448087,NM_000533.5,NP_000524.3,AF-A8K9L3-F1
447936,NM_000444.6,NP_000435.3,AF-P78562-F1
447937,NM_000444.6,NP_000435.3,AF-P78562-F1
447441,NM_000166.6,NP_000157.1,AF-A0A654ICJ7-F1
447427,NM_000166.6,NP_000157.1,AF-A0A654ICJ7-F1
447428,NM_000166.6,NP_000157.1,AF-A0A654ICJ7-F1
447432,NM_000166.6,NP_000157.1,AF-A0A654ICJ7-F1
447435,NM_000166.6,NP_000157.1,AF-A0A654ICJ7-F1
447439,NM_000166.6,NP_000157.1,AF-A0A654ICJ7-F1
447606,NM_000216.4,NP_000207.2,AF-P23352-F1
448897,NM_006516.4,NP_006507.2,AF-P11166-F1
448906,NM_000500.9,NP_000491.4,AF-Q16874-F1
448899,NM_000500.9,NP_000491.4,AF-Q16874-F1
448904,NM_000500.9,NP_000491.4,AF-Q16874-F1
448905,NM_000230.3,NP_000221.1,AF-A4D0Y8-F1
448898,NM_000127.3,NP_000118.2,AF-Q16394-F1
448903,NM_001040716.2,NP_001035806.1,AF-A0A024R5C5-F1
448902,NM_000044.6,NP_000035.2,AF-P10275-F1
448908,NM_153700.2,NP_714544.1,AF-Q7RTU9-F1
448912,NM_001130144.3,NP_001123616.1,AF-Q9NS15-F1
448913,NM_001130144.3,NP_001123616.1,AF-Q9NS15-F1
448968,NM_020699.4,NP_065750.1,AF-Q8WXI9-F1
448971,NM_001743.6,NP_001734.1,AF-B4DJ51-F1
449528,NM_001854.4,NP_001845.3,AF-P12107-F1
450369,NM_001377295.2,NP_001364224.1,AF-P19087-F1
452594,NM_004974.4,NP_004965.1,AF-P16389-F1
451914,NM_004958.4,NP_004949.1,AF-P42345-F1
452250,NM_001232.4,NP_001223.2,AF-O14958-F1
450772,NM_005957.5,NP_005948.3,AF-P42898-F1
450403,NM_000302.4,NP_000293.2,AF-Q02809-F1
450404,NM_000302.4,NP_000293.2,AF-Q02809-F1
449457,NM_005518.4,NP_005509.1,AF-A0A140VJL2-F1
451587,NM_024408.4,NP_077719.2,AF-Q04721-F1
453174,NM_024408.4,NP_077719.2,AF-Q04721-F1
449524,NM_014874.4,NP_055689.1,AF-O95140-F1
452846,NM_080605.4,NP_542172.2,AF-Q96L58-F1
450387,NM_021222.3,NP_067045.1,AF-Q86TP1-F1
451792,NM_015100.4,NP_055915.2,AF-Q7Z3K3-F1
449764,NM_152263.4,NP_689476.2,AF-P06753-F1
449379,NM_000702.4,NP_000693.1,AF-A0A0S2Z3W6-F1
449380,NM_000702.4,NP_000693.1,AF-A0A0S2Z3W6-F1
449536,NM_000530.8,NP_000521.2,AF-P25189-F1
449537,NM_000530.8,NP_000521.2,AF-P25189-F1
449538,NM_000530.8,NP_000521.2,AF-P25189-F1
449099,NM_003000.3,NP_002991.2,AF-P21912-F1
449386,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
452128,NM_033343.4,NP_203129.1,AF-A0A0S2Z5S4-F1
452797,NM_002074.5,NP_002065.1,AF-A0A140VJJ8-F1
452778,NM_001205293.3,NP_001192222.1,AF-Q15878-F1
452392,NM_001205293.3,NP_001192222.1,AF-Q15878-F1
451013,NM_005076.5,NP_005067.1,AF-A1ML24-F1
449050,NM_000228.3,NP_000219.2,AF-A0A0S2Z3R6-F1
449040,NM_006147.4,NP_006138.1,AF-G0Z349-F1
449039,NM_006147.4,NP_006138.1,AF-G0Z349-F1
449572,NM_172362.3,NP_758872.1,AF-O95259-F1
453158,NM_003238.6,NP_003229.1,AF-P61812-F1
449107,NM_003238.6,NP_003229.1,AF-P61812-F1
450370,NM_001791.4,NP_001782.1,AF-A0A024RAA5-F1
453192,NM_001791.4,NP_001782.1,AF-A0A024RAA5-F1
449990,NM_020247.5,NP_064632.2,AF-Q8NI60-F1
452073,NM_145861.4,NP_665860.2,AF-Q8WWZ3-F1
449033,NM_000191.3,NP_000182.2,AF-P35914-F1
449792,NM_000143.4,NP_000134.2,AF-A0A0S2Z4C3-F1
449388,NM_000143.4,NP_000134.2,AF-A0A0S2Z4C3-F1
449036,NM_031844.3,NP_114032.2,AF-Q00839-F1
449311,NM_001243133.2,NP_001230062.1,AF-A0A7I2R3P8-F1
452095,NM_001371928.1,NP_001358857.1,AF-Q5TGY3-F1
450264,NM_001371928.1,NP_001358857.1,AF-Q5TGY3-F1
449953,NM_006516.4,NP_006507.2,AF-P11166-F1
450685,NM_006516.4,NP_006507.2,AF-P11166-F1
450860,NM_006516.4,NP_006507.2,AF-P11166-F1
453131,NM_006516.4,NP_006507.2,AF-P11166-F1
452503,NM_031475.3,NP_113663.2,AF-B1AK53-F1
450999,NM_031475.3,NP_113663.2,AF-B1AK53-F1
451857,NM_020631.6,NP_065682.2,AF-O94827-F1
450211,NM_015215.4,NP_056030.1,AF-Q9Y6Y1-F1
450600,NM_015215.4,NP_056030.1,AF-Q9Y6Y1-F1
452752,NM_001042681.2,NP_001036146.1,AF-Q9P2R6-F1
452391,NM_001042681.2,NP_001036146.1,AF-Q9P2R6-F1
450896,NM_000350.3,NP_000341.2,AF-P78363-F1
449014,NM_022336.4,NP_071731.1,AF-Q9UNE0-F1
450518,NM_012233.3,NP_036365.1,AF-B9A6J2-F1
451445,NM_014795.4,NP_055610.1,AF-O60315-F1
451129,NM_014795.4,NP_055610.1,AF-O60315-F1
449779,NM_001206744.2,NP_001193673.1,AF-P07202-F1
451891,NM_015909.4,NP_056993.2,AF-A2RRP1-F1
451096,NM_015909.4,NP_056993.2,AF-A2RRP1-F1
449738,NM_015909.4,NP_056993.2,AF-A2RRP1-F1
451097,NM_015909.4,NP_056993.2,AF-A2RRP1-F1
453036,NM_005378.6,NP_005369.2,AF-P04198-F1
449290,NM_001040142.2,NP_001035232.1,AF-Q99250-F1
451069,NM_001040142.2,NP_001035232.1,AF-Q99250-F1
449164,NM_001040142.2,NP_001035232.1,AF-Q99250-F1
449958,NM_001040142.2,NP_001035232.1,AF-Q99250-F1
453152,NM_001040142.2,NP_001035232.1,AF-Q99250-F1
451715,NM_001040142.2,NP_001035232.1,AF-Q99250-F1
450844,NM_001040142.2,NP_001035232.1,AF-Q99250-F1
450533,NM_001040142.2,NP_001035232.1,AF-Q99250-F1
449860,NM_024753.5,NP_079029.3,AF-Q7Z4L5-F1
452613,NM_001165963.4,NP_001159435.1,AF-P35498-F1
449130,NM_001165963.4,NP_001159435.1,AF-P35498-F1
449373,NM_001165963.4,NP_001159435.1,AF-P35498-F1
449374,NM_001165963.4,NP_001159435.1,AF-P35498-F1
451870,NM_001165963.4,NP_001159435.1,AF-P35498-F1
449140,NM_001165963.4,NP_001159435.1,AF-P35498-F1
449127,NM_001165963.4,NP_001159435.1,AF-P35498-F1
449375,NM_001165963.4,NP_001159435.1,AF-P35498-F1
451108,NM_001165963.4,NP_001159435.1,AF-P35498-F1
452271,NM_001165963.4,NP_001159435.1,AF-P35498-F1
449097,NM_001165963.4,NP_001159435.1,AF-P35498-F1
450061,NM_001165963.4,NP_001159435.1,AF-P35498-F1
449901,NM_001165963.4,NP_001159435.1,AF-P35498-F1
449384,NM_001365536.1,NP_001352465.1,AF-Q15858-F1
449923,NM_000079.4,NP_000070.1,AF-Q53SH4-F1
451054,NM_000090.4,NP_000081.2,AF-P02461-F1
452922,NM_000090.4,NP_000081.2,AF-P02461-F1
451487,NM_007315.4,NP_009330.1,AF-P42224-F1
449830,NM_007315.4,NP_009330.1,AF-P42224-F1
451429,NM_007315.4,NP_009330.1,AF-P42224-F1
450534,NM_024989.4,NP_079265.2,AF-Q75T13-F1
449391,NM_001875.5,NP_001866.2,AF-P31327-F1
449955,NM_000465.4,NP_000456.2,AF-Q99728-F1
448978,NM_173076.3,NP_775099.2,AF-Q86UK0-F1
449549,NM_000092.5,NP_000083.3,AF-P53420-F1
452924,NM_015650.4,NP_056465.2,AF-Q8TDR0-F1
450529,NM_001378414.1,NP_001365343.1,AF-A0A7I2SVS4-F1
452968,NM_004544.4,NP_004535.1,AF-O95299-F1
452755,NM_022552.5,NP_072046.2,AF-Q9Y6K1-F1
449235,NM_018263.6,NP_060733.4,AF-Q76L83-F1
449455,NM_000182.5,NP_000173.2,AF-E9KL44-F1
449872,NM_002709.3,NP_002700.1,AF-P62140-F1
450255,NM_014946.4,NP_055761.2,AF-E5KRP5-F1
450032,NM_000251.3,NP_000242.1,AF-P43246-F1
450154,NM_000251.3,NP_000242.1,AF-P43246-F1
449670,NM_000179.3,NP_000170.1,AF-P52701-F1
449312,NM_080916.3,NP_550438.1,AF-E5KSL5-F1
451187,NM_080916.3,NP_550438.1,AF-E5KSL5-F1
449954,NM_017849.4,NP_060319.1,AF-O75204-F1
450088,NM_016247.4,NP_057331.2,AF-F1T0J3-F1
449654,NM_003042.4,NP_003033.3,AF-A0A024R2K8-F1
451427,NM_003042.4,NP_003033.3,AF-A0A024R2K8-F1
452659,NM_003042.4,NP_003033.3,AF-A0A024R2K8-F1
449926,NM_003042.4,NP_003033.3,AF-A0A024R2K8-F1
448997,NM_000388.4,NP_000379.3,AF-P41180-F1
452826,NM_002880.4,NP_002871.1,AF-L7RRS6-F1
453125,NM_014049.5,NP_054768.2,AF-Q9H845-F1
451354,NM_005862.3,NP_005853.2,AF-Q8WVM7-F1
451188,NM_007289.4,NP_009220.2,AF-P08473-F1
453058,NM_007289.4,NP_009220.2,AF-P08473-F1
450269,NM_024665.7,NP_078941.2,AF-Q9BZK7-F1
450316,NM_006218.4,NP_006209.2,AF-P42336-F1
449939,NM_003106.4,NP_003097.1,AF-A0A0U3FYV6-F1
449385,NM_020166.5,NP_064551.3,AF-A0A0S2Z693-F1
449061,NM_000249.4,NP_000240.1,AF-P40692-F1
451874,NM_000249.4,NP_000240.1,AF-P40692-F1
449776,NM_000249.4,NP_000240.1,AF-P40692-F1
451713,NM_001904.4,NP_001895.1,AF-A0A024R2Q3-F1
449750,NM_001904.4,NP_001895.1,AF-A0A024R2Q3-F1
450550,NM_001904.4,NP_001895.1,AF-A0A024R2Q3-F1
449767,NM_001904.4,NP_001895.1,AF-A0A024R2Q3-F1
452043,NM_018075.5,NP_060545.3,AF-A0A024R2S0-F1
451027,NM_033629.6,NP_338599.1,AF-Q9NSU2-F1
449618,NM_000387.6,NP_000378.1,AF-O43772-F1
449551,NM_002292.4,NP_002283.3,AF-P55268-F1
451996,NM_021971.4,NP_068806.2,AF-Q9Y5P6-F1
451160,NM_001349338.3,NP_001336267.1,AF-Q548T7-F1
449635,NM_001349338.3,NP_001336267.1,AF-Q548T7-F1
452861,NM_000158.4,NP_000149.4,AF-Q04446-F1
450270,NM_001080517.3,NP_001073986.1,AF-Q9C0A6-F1
450259,NM_000203.5,NP_000194.2,AF-P35475-F1
452535,NM_000204.5,NP_000195.3,AF-P05156-F1
449387,NM_004453.4,NP_004444.2,AF-Q16134-F1
449241,NM_000320.3,NP_000311.2,AF-A0A140VKA9-F1
450745,NM_021942.6,NP_068761.4,AF-Q7Z392-F1
452160,NM_001151.4,NP_001142.2,AF-A0A0S2Z3H3-F1
449563,NM_000128.4,NP_000119.1,AF-P03951-F1
449547,NM_173660.5,NP_775931.3,AF-Q18PE1-F1
449552,NM_147127.5,NP_667338.3,AF-Q86UK5-F1
451398,NM_153717.3,NP_714928.1,AF-P57679-F1
449390,NM_006005.3,NP_005996.2,AF-A0A0S2Z4V6-F1
452384,NM_006005.3,NP_005996.2,AF-A0A0S2Z4V6-F1
449303,NM_000283.4,NP_000274.3,AF-P35913-F1
450087,NM_000283.4,NP_000274.3,AF-P35913-F1
449589,NM_000414.4,NP_000405.1,AF-A0A0S2Z4J1-F1
450798,NM_001003841.3,NP_001003841.1,AF-Q695T7-F1
449553,NM_001003841.3,NP_001003841.1,AF-Q695T7-F1
449297,NM_001182.5,NP_001173.2,AF-P49419-F1
449124,NM_001182.5,NP_001173.2,AF-P49419-F1
450377,NM_005859.5,NP_005850.1,AF-Q00577-F1
449824,NM_005859.5,NP_005850.1,AF-Q00577-F1
451895,NM_005859.5,NP_005850.1,AF-Q00577-F1
452792,NM_005859.5,NP_005850.1,AF-Q00577-F1
449101,NM_006846.4,NP_006837.2,AF-Q9NQ38-F1
452099,NM_006846.4,NP_006837.2,AF-Q9NQ38-F1
450515,NM_024577.4,NP_078853.2,AF-Q8TF17-F1
450991,NM_024577.4,NP_078853.2,AF-Q8TF17-F1
451524,NM_001371727.1,NP_001358656.1,AF-P47870-F1
450400,NM_001127644.2,NP_001121116.1,AF-P14867-F1
449075,NM_022455.5,NP_071900.2,AF-Q96L73-F1
451223,NM_022455.5,NP_071900.2,AF-Q96L73-F1
452541,NM_022455.5,NP_071900.2,AF-Q96L73-F1
449076,NM_022455.5,NP_071900.2,AF-Q96L73-F1
450084,NM_016222.4,NP_057306.2,AF-Q9UJV9-F1
452473,NM_004531.5,NP_004522.1,AF-A0A024QZS1-F1
452502,NM_001104631.2,NP_001098101.1,AF-A0A140VJR0-F1
450829,NM_000082.4,NP_000073.1,AF-Q13216-F1
450504,NM_020928.2,NP_065979.1,AF-Q9HCJ5-F1
452727,NM_181523.3,NP_852664.1,AF-A0A2X0SFG1-F1
452253,NM_181523.3,NP_852664.1,AF-A0A2X0SFG1-F1
451555,NM_001205254.2,NP_001192183.1,AF-Q16625-F1
451094,NM_001379029.1,NP_001365958.1,AF-Q9Y5P4-F1
452039,NM_001379029.1,NP_001365958.1,AF-Q9Y5P4-F1
450885,NM_000046.5,NP_000037.2,AF-A0A024RAJ9-F1
449619,NM_002890.3,NP_002881.1,AF-P20936-F1
449560,NM_002890.3,NP_002881.1,AF-P20936-F1
449493,NM_002397.5,NP_002388.2,AF-A0A024RAL7-F1
451033,NM_005654.6,NP_005645.1,AF-P10589-F1
449827,NM_000493.4,NP_000484.2,AF-A0A650AXN9-F1
452315,NM_032861.4,NP_116250.3,AF-Q96JX3-F1
450920,NM_001453.3,NP_001444.2,AF-Q12948-F1
451261,NM_198586.3,NP_940988.2,AF-Q6VVB1-F1
449408,NM_001080.3,NP_001071.1,AF-P51649-F1
449409,NM_001080.3,NP_001071.1,AF-P51649-F1
449113,NM_001069.3,NP_001060.1,AF-Q13885-F1
449946,NM_006772.3,NP_006763.2,AF-Q96PV0-F1
452818,NM_006772.3,NP_006763.2,AF-Q96PV0-F1
452569,NM_006772.3,NP_006763.2,AF-Q96PV0-F1
450005,NM_003322.6,NP_003313.3,AF-O00294-F1
451071,NM_001374623.1,NP_001361552.1,AF-A0A1B0GW56-F1
451101,NM_000255.4,NP_000246.2,AF-A0A024RD82-F1
450225,NM_017934.7,NP_060404.4,AF-Q8WWQ0-F1
450681,NM_017934.7,NP_060404.4,AF-Q8WWQ0-F1
452923,NM_022726.4,NP_073563.1,AF-Q9GZR5-F1
449661,NM_183050.4,NP_898871.1,AF-A0A140VKB3-F1
452368,NM_145331.3,NP_663304.1,AF-O43318-F1
451295,NM_001282717.2,NP_001269646.1,AF-D6W5U7-F1
451296,NM_001282717.2,NP_001269646.1,AF-D6W5U7-F1
450987,NM_020632.3,NP_065683.2,AF-A0A024R791-F1
449534,NM_000083.3,NP_000074.3,AF-P35523-F1
451949,NM_014141.6,NP_054860.1,AF-Q9UHC6-F1
451840,NM_004456.5,NP_004447.2,AF-A0A090N8E9-F1
450801,NM_018051.5,NP_060521.4,AF-A0A140VK66-F1
449963,NM_152743.4,NP_689956.2,AF-Q6PJG6-F1
451288,NM_152743.4,NP_689956.2,AF-Q6PJG6-F1
453176,NM_013322.3,NP_037454.2,AF-A0A024RA70-F1
449224,NM_003718.5,NP_003709.3,AF-Q14004-F1
450322,NM_003718.5,NP_003709.3,AF-Q14004-F1
450262,NM_000162.5,NP_000153.1,AF-P35557-F1
449696,NM_000162.5,NP_000153.1,AF-P35557-F1
453007,NM_000162.5,NP_000153.1,AF-P35557-F1
449414,NM_000162.5,NP_000153.1,AF-P35557-F1
449415,NM_000162.5,NP_000153.1,AF-P35557-F1
449190,NM_001101.5,NP_001092.1,AF-P60709-F1
